Date,ERBS Name,Total LTE Traffic Volume (GB),4G UL PDCP Total Traffic Volume (GB),4G DL PDCP Total Traffic Volume (GB)
11/07/2025,radisheva,3.24,0,3
11/08/2025,radisheva,9.09,1,8
11/09/2025,radisheva,8.27,1,7
11/10/2025,radisheva,7.69,1,7
11/11/2025,radisheva,5.52,1,5
11/12/2025,radisheva,4.02,0,4
11/13/2025,radisheva,4.28,1,4
11/14/2025,radisheva,6.51,2,4
11/15/2025,radisheva,8.05,2,6
11/16/2025,radisheva,8.57,1,7
11/17/2025,radisheva,5.11,1,5
11/18/2025,radisheva,2.36,0,2
11/19/2025,radisheva,3.91,0,4
11/20/2025,radisheva,8.47,1,7
11/21/2025,radisheva,2.75,0,2
11/22/2025,radisheva,5.91,1,5
11/23/2025,radisheva,10.51,1,10
11/24/2025,radisheva,4.14,1,3
11/25/2025,radisheva,10.52,1,10
11/26/2025,radisheva,5.15,1,4
11/27/2025,radisheva,9.85,1,9
11/28/2025,radisheva,5.07,1,4
11/29/2025,radisheva,8.42,1,7
11/30/2025,radisheva,8.06,1,7
12/01/2025,radisheva,5.2,1,4
12/02/2025,radisheva,9.85,1,9
12/03/2025,radisheva,4.3,0,4
12/04/2025,radisheva,4.63,1,4
12/05/2025,radisheva,4.49,1,4
12/06/2025,radisheva,6.3,1,5
12/07/2025,radisheva,10.64,2,9
11/03/2025,rahovica,70.91,5,66
11/04/2025,rahovica,64.29,12,53
11/05/2025,rahovica,55.75,9,46
11/06/2025,rahovica,47.03,4,43
11/07/2025,rahovica,47.58,5,43
11/08/2025,rahovica,54.41,5,49
11/09/2025,rahovica,81.44,7,74
11/10/2025,rahovica,52.05,5,47
11/11/2025,rahovica,36.75,3,33
11/12/2025,rahovica,59.5,7,53
11/13/2025,rahovica,53.5,6,48
11/14/2025,rahovica,44.85,6,39
11/15/2025,rahovica,73.51,11,63
11/16/2025,rahovica,80.74,11,70
11/17/2025,rahovica,183.11,22,161
11/18/2025,rahovica,247.57,25,223
11/19/2025,rahovica,112.87,12,101
11/20/2025,rahovica,80.88,10,71
11/21/2025,rahovica,45.81,6,40
11/22/2025,rahovica,52.4,6,47
11/23/2025,rahovica,69.08,9,61
11/24/2025,rahovica,51.54,7,44
11/25/2025,rahovica,42.74,6,37
11/26/2025,rahovica,44.78,6,39
11/27/2025,rahovica,45.42,5,40
11/28/2025,rahovica,67.76,7,61
11/29/2025,rahovica,66.76,5,62
11/30/2025,rahovica,79.77,7,73
12/01/2025,rahovica,61.98,6,56
12/02/2025,rahovica,43.67,4,39
12/03/2025,rahovica,84.72,9,76
12/04/2025,rahovica,58.63,6,53
12/05/2025,rahovica,62.26,6,56
12/06/2025,rahovica,50.72,5,46
12/07/2025,rahovica,57.12,6,51
11/03/2025,ra_jugu,153.67,17,137
11/04/2025,ra_jugu,133.2,14,120
11/05/2025,ra_jugu,112.36,12,100
11/06/2025,ra_jugu,134.17,16,118
11/07/2025,ra_jugu,141.11,14,127
11/08/2025,ra_jugu,125.82,14,111
11/09/2025,ra_jugu,141.37,16,126
11/10/2025,ra_jugu,132.6,16,116
11/11/2025,ra_jugu,124.43,13,112
11/12/2025,ra_jugu,118.5,13,105
11/13/2025,ra_jugu,135.15,15,120
11/14/2025,ra_jugu,139.47,17,123
11/15/2025,ra_jugu,162.03,17,145
11/16/2025,ra_jugu,103.1,12,91
11/17/2025,ra_jugu,129.43,15,115
11/18/2025,ra_jugu,103.68,11,92
11/19/2025,ra_jugu,96.75,13,83
11/20/2025,ra_jugu,129.62,15,115
11/21/2025,ra_jugu,136.45,16,120
11/22/2025,ra_jugu,137.47,18,120
11/23/2025,ra_jugu,132.99,14,119
11/24/2025,ra_jugu,154.26,16,139
11/25/2025,ra_jugu,146.2,16,130
11/26/2025,ra_jugu,139.97,14,126
11/27/2025,ra_jugu,135.38,19,116
11/28/2025,ra_jugu,119.27,12,107
11/29/2025,ra_jugu,125.36,16,109
11/30/2025,ra_jugu,121.43,16,105
12/01/2025,ra_jugu,149.04,17,132
12/02/2025,ra_jugu,139.27,16,123
12/03/2025,ra_jugu,140.26,16,125
12/04/2025,ra_jugu,144.81,17,128
12/05/2025,ra_jugu,154.71,16,138
12/06/2025,ra_jugu,145.28,15,130
12/07/2025,ra_jugu,119.72,15,105
11/03/2025,rakoshi,65.62,7,59
11/04/2025,rakoshi,54.09,5,49
11/05/2025,rakoshi,48.28,7,41
11/06/2025,rakoshi,50.55,6,44
11/07/2025,rakoshi,59.88,7,53
11/08/2025,rakoshi,66.67,7,60
11/09/2025,rakoshi,59.92,7,53
11/10/2025,rakoshi,58.23,6,52
11/11/2025,rakoshi,54.27,6,48
11/12/2025,rakoshi,54.46,7,47
11/13/2025,rakoshi,55.35,7,48
11/14/2025,rakoshi,67.58,10,58
11/15/2025,rakoshi,127.88,13,115
11/16/2025,rakoshi,75.29,7,68
11/17/2025,rakoshi,70.28,5,65
11/18/2025,rakoshi,62.45,5,58
11/19/2025,rakoshi,54.03,6,48
11/20/2025,rakoshi,92.54,9,84
11/21/2025,rakoshi,69.76,8,62
11/22/2025,rakoshi,73.31,9,64
11/23/2025,rakoshi,63.37,6,57
11/24/2025,rakoshi,56.6,7,50
11/25/2025,rakoshi,64.85,8,56
11/26/2025,rakoshi,75.32,9,66
11/27/2025,rakoshi,54.03,7,47
11/28/2025,rakoshi,104.16,8,96
11/29/2025,rakoshi,80.92,15,65
11/30/2025,rakoshi,62.27,10,52
12/01/2025,rakoshi,48.64,7,42
12/02/2025,rakoshi,57.95,7,51
12/03/2025,rakoshi,58.31,8,51
12/04/2025,rakoshi,67.68,9,58
12/05/2025,rakoshi,76.86,9,68
12/06/2025,rakoshi,89.87,10,80
12/07/2025,rakoshi,97.92,10,88
11/03/2025,randobrava,12.66,1,11
11/04/2025,randobrava,10.21,1,9
11/05/2025,randobrava,13.36,1,12
11/06/2025,randobrava,16.91,2,15
11/07/2025,randobrava,10.18,2,8
11/08/2025,randobrava,17.92,1,17
11/09/2025,randobrava,15.41,2,14
11/10/2025,randobrava,12.06,1,11
11/11/2025,randobrava,10.3,1,9
11/12/2025,randobrava,8.93,1,8
11/13/2025,randobrava,10.7,1,10
11/14/2025,randobrava,13.35,2,12
11/15/2025,randobrava,12.01,1,11
11/16/2025,randobrava,20.4,2,19
11/17/2025,randobrava,10.56,1,9
11/18/2025,randobrava,28.96,2,27
11/19/2025,randobrava,16.98,2,15
11/20/2025,randobrava,10.07,1,9
11/21/2025,randobrava,14.41,3,12
11/22/2025,randobrava,18.53,2,16
11/23/2025,randobrava,20.97,3,17
11/24/2025,randobrava,11.3,2,10
11/25/2025,randobrava,7.43,1,6
11/26/2025,randobrava,9.82,1,9
11/27/2025,randobrava,10.89,2,9
11/28/2025,randobrava,19.12,2,17
11/29/2025,randobrava,9.11,1,8
11/30/2025,randobrava,16.06,3,13
12/01/2025,randobrava,13.74,3,11
12/02/2025,randobrava,8.7,1,8
12/03/2025,randobrava,9.06,1,8
12/04/2025,randobrava,12.71,1,12
12/05/2025,randobrava,11.53,1,10
12/06/2025,randobrava,11.81,1,11
12/07/2025,randobrava,16.56,2,14
11/03/2025,ratishi_ulet,77.75,8,70
11/04/2025,ratishi_ulet,54.76,6,48
11/05/2025,ratishi_ulet,47.52,4,43
11/06/2025,ratishi_ulet,57.92,6,51
11/07/2025,ratishi_ulet,45.66,4,42
11/08/2025,ratishi_ulet,49.63,5,45
11/09/2025,ratishi_ulet,53.76,6,48
11/10/2025,ratishi_ulet,43.46,4,39
11/11/2025,ratishi_ulet,45.55,4,41
11/12/2025,ratishi_ulet,46.22,5,42
11/13/2025,ratishi_ulet,45.63,5,41
11/14/2025,ratishi_ulet,38.05,4,34
11/15/2025,ratishi_ulet,55.16,6,49
11/16/2025,ratishi_ulet,65.97,8,58
11/17/2025,ratishi_ulet,48.08,5,43
11/18/2025,ratishi_ulet,49.64,6,44
11/19/2025,ratishi_ulet,48.35,5,44
11/20/2025,ratishi_ulet,39.07,4,35
11/21/2025,ratishi_ulet,41.87,5,37
11/22/2025,ratishi_ulet,51.12,6,45
11/23/2025,ratishi_ulet,59.26,5,54
11/24/2025,ratishi_ulet,52.99,5,48
11/25/2025,ratishi_ulet,45.26,4,41
11/26/2025,ratishi_ulet,64.11,5,59
11/27/2025,ratishi_ulet,38.82,5,34
11/28/2025,ratishi_ulet,51.69,5,46
11/29/2025,ratishi_ulet,49.25,5,45
11/30/2025,ratishi_ulet,51.92,6,46
12/01/2025,ratishi_ulet,40.2,4,36
12/02/2025,ratishi_ulet,51.9,5,47
12/03/2025,ratishi_ulet,49.38,5,44
12/04/2025,ratishi_ulet,46.95,4,43
12/05/2025,ratishi_ulet,47.43,5,42
12/06/2025,ratishi_ulet,50.09,5,45
12/07/2025,ratishi_ulet,56.29,7,49
11/03/2025,ratkoci,308.69,34,275
11/04/2025,ratkoci,282.42,35,247
11/05/2025,ratkoci,237.21,29,209
11/06/2025,ratkoci,309.8,39,271
11/07/2025,ratkoci,275.82,32,244
11/08/2025,ratkoci,306.9,33,274
11/09/2025,ratkoci,390.7,48,342
11/10/2025,ratkoci,264.65,33,232
11/11/2025,ratkoci,422.29,45,377
11/12/2025,ratkoci,316.88,35,282
11/13/2025,ratkoci,328.18,34,295
11/14/2025,ratkoci,298.62,31,268
11/15/2025,ratkoci,301.25,33,268
11/16/2025,ratkoci,260.26,27,234
11/17/2025,ratkoci,435.49,42,394
11/18/2025,ratkoci,303.56,29,275
11/19/2025,ratkoci,329.16,37,292
11/20/2025,ratkoci,289.5,31,259
11/21/2025,ratkoci,273.44,32,241
11/22/2025,ratkoci,300.17,29,271
11/23/2025,ratkoci,263.25,28,235
11/24/2025,ratkoci,261.28,29,232
11/25/2025,ratkoci,295.77,36,259
11/26/2025,ratkoci,278.52,34,244
11/27/2025,ratkoci,270.93,38,232
11/28/2025,ratkoci,294.92,39,256
11/29/2025,ratkoci,271.99,33,239
11/30/2025,ratkoci,312.91,37,276
12/01/2025,ratkoci,249.43,28,222
12/02/2025,ratkoci,243.15,31,212
12/03/2025,ratkoci,262.73,35,227
12/04/2025,ratkoci,280.13,34,246
12/05/2025,ratkoci,304.84,33,272
12/06/2025,ratkoci,328.89,36,293
12/07/2025,ratkoci,343.45,40,303
11/03/2025,raushiqi,64.68,9,55
11/04/2025,raushiqi,60.87,8,53
11/05/2025,raushiqi,58.33,6,52
11/06/2025,raushiqi,61.57,7,54
11/07/2025,raushiqi,68.17,8,60
11/08/2025,raushiqi,75.29,8,67
11/09/2025,raushiqi,68.08,8,60
11/10/2025,raushiqi,65.73,8,58
11/11/2025,raushiqi,61.99,7,55
11/12/2025,raushiqi,72.34,9,63
11/13/2025,raushiqi,63.53,7,56
11/14/2025,raushiqi,75.57,10,65
11/15/2025,raushiqi,89.26,11,78
11/16/2025,raushiqi,54.52,5,49
11/17/2025,raushiqi,78.04,8,70
11/18/2025,raushiqi,72.19,7,65
11/19/2025,raushiqi,55.42,6,50
11/20/2025,raushiqi,67.2,7,60
11/21/2025,raushiqi,78.52,8,70
11/22/2025,raushiqi,75.26,7,68
11/23/2025,raushiqi,62.28,6,56
11/24/2025,raushiqi,63.46,8,56
11/25/2025,raushiqi,102.79,10,93
11/26/2025,raushiqi,47.89,6,42
11/27/2025,raushiqi,75.52,8,68
11/28/2025,raushiqi,56.34,8,48
11/29/2025,raushiqi,62.6,7,56
11/30/2025,raushiqi,63.97,8,56
12/01/2025,raushiqi,59.56,8,52
12/02/2025,raushiqi,62.17,7,55
12/03/2025,raushiqi,66.49,7,60
12/04/2025,raushiqi,64.93,7,58
12/05/2025,raushiqi,71.69,7,65
12/06/2025,raushiqi,81.62,7,75
12/07/2025,raushiqi,57.58,6,52
11/03/2025,ra_veriu,274.96,31,244
11/04/2025,ra_veriu,270.02,32,238
11/05/2025,ra_veriu,201.68,22,180
11/06/2025,ra_veriu,211.97,25,187
11/07/2025,ra_veriu,262.95,29,234
11/08/2025,ra_veriu,243.11,26,217
11/09/2025,ra_veriu,261.72,29,232
11/10/2025,ra_veriu,254.18,31,223
11/11/2025,ra_veriu,249.9,31,219
11/12/2025,ra_veriu,223.05,29,194
11/13/2025,ra_veriu,252.34,29,223
11/14/2025,ra_veriu,253.57,34,220
11/15/2025,ra_veriu,316.59,31,286
11/16/2025,ra_veriu,213.88,27,187
11/17/2025,ra_veriu,252.36,32,221
11/18/2025,ra_veriu,215.44,22,194
11/19/2025,ra_veriu,156.45,19,137
11/20/2025,ra_veriu,229.6,28,202
11/21/2025,ra_veriu,252.85,32,221
11/22/2025,ra_veriu,231.96,25,207
11/23/2025,ra_veriu,210.26,22,188
11/24/2025,ra_veriu,215.09,23,192
11/25/2025,ra_veriu,258.39,33,225
11/26/2025,ra_veriu,253.8,28,226
11/27/2025,ra_veriu,262.1,29,233
11/28/2025,ra_veriu,245.08,26,219
11/29/2025,ra_veriu,266.9,27,240
11/30/2025,ra_veriu,259.84,30,230
12/01/2025,ra_veriu,228.54,29,200
12/02/2025,ra_veriu,239.54,28,211
12/03/2025,ra_veriu,247.65,28,220
12/04/2025,ra_veriu,231.73,26,206
12/05/2025,ra_veriu,244.74,27,218
12/06/2025,ra_veriu,246.46,27,220
12/07/2025,ra_veriu,240.89,25,216
11/03/2025,recaku,128.21,15,113
11/04/2025,recaku,110.42,13,97
11/05/2025,recaku,101.43,13,88
11/06/2025,recaku,112.37,16,96
11/07/2025,recaku,113.01,12,101
11/08/2025,recaku,117.76,13,105
11/09/2025,recaku,92.91,10,83
11/10/2025,recaku,109.47,16,94
11/11/2025,recaku,112.07,11,101
11/12/2025,recaku,102.91,12,91
11/13/2025,recaku,99.02,13,86
11/14/2025,recaku,143.69,18,125
11/15/2025,recaku,118.5,13,105
11/16/2025,recaku,89.14,10,79
11/17/2025,recaku,109.03,11,98
11/18/2025,recaku,110.8,11,100
11/19/2025,recaku,101.58,10,91
11/20/2025,recaku,106.9,12,95
11/21/2025,recaku,115.72,13,103
11/22/2025,recaku,103.97,11,93
11/23/2025,recaku,77.15,9,69
11/24/2025,recaku,100.7,10,90
11/25/2025,recaku,98.74,12,86
11/26/2025,recaku,92.24,11,81
11/27/2025,recaku,100.47,12,88
11/28/2025,recaku,89.17,11,79
11/29/2025,recaku,96.49,10,87
11/30/2025,recaku,112.19,15,98
12/01/2025,recaku,88.69,10,79
12/02/2025,recaku,91.34,11,80
12/03/2025,recaku,110.59,13,98
12/04/2025,recaku,167.57,20,148
12/05/2025,recaku,119.79,14,106
12/06/2025,recaku,105.45,13,93
12/07/2025,recaku,95.89,12,84
11/03/2025,reshtani,81.91,10,72
11/04/2025,reshtani,91.28,10,81
11/05/2025,reshtani,65.71,7,59
11/06/2025,reshtani,88.58,10,79
11/07/2025,reshtani,93.95,12,82
11/08/2025,reshtani,108.28,12,96
11/09/2025,reshtani,88.73,10,79
11/10/2025,reshtani,96.55,11,85
11/11/2025,reshtani,82.24,9,73
11/12/2025,reshtani,88.88,10,79
11/13/2025,reshtani,85.56,11,75
11/14/2025,reshtani,109.25,17,93
11/15/2025,reshtani,101.52,12,90
11/16/2025,reshtani,82.88,9,74
11/17/2025,reshtani,80.39,8,72
11/18/2025,reshtani,78.87,9,70
11/19/2025,reshtani,91.53,9,82
11/20/2025,reshtani,82.89,10,73
11/21/2025,reshtani,109.24,13,96
11/22/2025,reshtani,107.81,11,96
11/23/2025,reshtani,84.37,8,76
11/24/2025,reshtani,93.11,10,83
11/25/2025,reshtani,91.47,10,81
11/26/2025,reshtani,96.68,11,86
11/27/2025,reshtani,102.47,11,92
11/28/2025,reshtani,102.59,12,91
11/29/2025,reshtani,97.93,11,87
11/30/2025,reshtani,101.31,11,90
12/01/2025,reshtani,94.51,10,85
12/02/2025,reshtani,102.04,11,91
12/03/2025,reshtani,88.98,11,78
12/04/2025,reshtani,93.61,11,82
12/05/2025,reshtani,94.79,11,84
12/06/2025,reshtani,102.83,11,92
12/07/2025,reshtani,83.34,10,74
11/03/2025,restelica,76.27,11,66
11/04/2025,restelica,81.99,10,71
11/05/2025,restelica,69.44,9,60
11/06/2025,restelica,89.34,12,77
11/07/2025,restelica,90.76,9,82
11/08/2025,restelica,79.88,11,69
11/09/2025,restelica,120.89,10,111
11/10/2025,restelica,89.02,9,80
11/11/2025,restelica,79.23,8,71
11/12/2025,restelica,144.12,15,129
11/13/2025,restelica,91.22,9,82
11/14/2025,restelica,83.44,10,74
11/15/2025,restelica,86.62,10,77
11/16/2025,restelica,99.82,11,88
11/17/2025,restelica,93.71,13,81
11/18/2025,restelica,135.04,13,123
11/19/2025,restelica,99.44,11,88
11/20/2025,restelica,111.97,11,101
11/21/2025,restelica,103.86,12,92
11/22/2025,restelica,214.17,19,195
11/23/2025,restelica,99.16,11,88
11/24/2025,restelica,112.51,12,101
11/25/2025,restelica,86.5,8,79
11/26/2025,restelica,84.34,9,76
11/27/2025,restelica,72.73,9,64
11/28/2025,restelica,68.77,13,56
11/29/2025,restelica,78.14,10,68
11/30/2025,restelica,79.47,10,70
12/01/2025,restelica,90.21,10,80
12/02/2025,restelica,65.67,9,57
12/03/2025,restelica,71.69,8,64
12/04/2025,restelica,70.75,9,61
12/05/2025,restelica,50.29,7,43
12/06/2025,restelica,73.09,8,65
12/07/2025,restelica,86.67,13,74
11/03/2025,retia,102.89,10,93
11/04/2025,retia,78.31,7,71
11/05/2025,retia,45.24,5,40
11/06/2025,retia,73.41,9,65
11/07/2025,retia,60.73,6,55
11/08/2025,retia,58.53,6,53
11/09/2025,retia,76.79,10,67
11/10/2025,retia,61.48,7,55
11/11/2025,retia,57.98,5,53
11/12/2025,retia,52.9,7,46
11/13/2025,retia,45.58,7,39
11/14/2025,retia,54.32,7,47
11/15/2025,retia,47.91,6,41
11/16/2025,retia,51.08,6,45
11/17/2025,retia,51.27,7,44
11/18/2025,retia,101.92,13,89
11/19/2025,retia,73.82,8,66
11/20/2025,retia,50.25,6,44
11/21/2025,retia,52.69,6,46
11/22/2025,retia,54.92,6,48
11/23/2025,retia,45.02,5,40
11/24/2025,retia,43.49,4,39
11/25/2025,retia,41.98,5,37
11/26/2025,retia,44.99,6,39
11/27/2025,retia,48.48,10,38
11/28/2025,retia,44.17,5,39
11/29/2025,retia,51.16,6,45
11/30/2025,retia,45.13,6,39
12/01/2025,retia,42.89,6,37
12/02/2025,retia,41.9,6,36
12/03/2025,retia,46.11,7,40
12/04/2025,retia,50.02,8,43
12/05/2025,retia,42.45,7,35
12/06/2025,retia,48.61,6,42
12/07/2025,retia,64.16,9,55
11/03/2025,rezalla,68.34,8,60
11/04/2025,rezalla,63.98,7,57
11/05/2025,rezalla,64.01,7,57
11/06/2025,rezalla,66.68,8,59
11/07/2025,rezalla,74.01,7,67
11/08/2025,rezalla,90.32,10,80
11/09/2025,rezalla,101.32,12,90
11/10/2025,rezalla,70.06,7,63
11/11/2025,rezalla,63.88,7,57
11/12/2025,rezalla,66.72,8,59
11/13/2025,rezalla,78.83,8,71
11/14/2025,rezalla,82.72,10,73
11/15/2025,rezalla,100.64,11,89
11/16/2025,rezalla,96.19,10,87
11/17/2025,rezalla,64.33,7,58
11/18/2025,rezalla,70.57,6,65
11/19/2025,rezalla,63.56,6,58
11/20/2025,rezalla,76.95,10,67
11/21/2025,rezalla,74.94,9,66
11/22/2025,rezalla,76.71,10,67
11/23/2025,rezalla,92.19,10,82
11/24/2025,rezalla,63.59,7,57
11/25/2025,rezalla,76.03,8,68
11/26/2025,rezalla,64.4,7,57
11/27/2025,rezalla,58.91,7,52
11/28/2025,rezalla,93.69,9,84
11/29/2025,rezalla,3.75,0,3
11/30/2025,rezalla,45,5,40
12/01/2025,rezalla,68.93,7,62
12/02/2025,rezalla,68.18,7,61
12/03/2025,rezalla,73.67,8,66
12/04/2025,rezalla,68.18,9,59
12/05/2025,rezalla,70.46,7,63
12/06/2025,rezalla,94.02,8,86
12/07/2025,rezalla,86.36,10,76
11/03/2025,rimanishta,73.43,11,63
11/04/2025,rimanishta,43.54,6,38
11/05/2025,rimanishta,56.16,5,51
11/06/2025,rimanishta,52.31,5,47
11/07/2025,rimanishta,48.41,4,44
11/08/2025,rimanishta,72.56,7,66
11/09/2025,rimanishta,100.94,12,89
11/10/2025,rimanishta,48.84,6,43
11/11/2025,rimanishta,66.63,7,59
11/12/2025,rimanishta,58.25,6,53
11/13/2025,rimanishta,57.19,7,50
11/14/2025,rimanishta,56.4,5,51
11/15/2025,rimanishta,74.14,8,66
11/16/2025,rimanishta,70.86,8,63
11/17/2025,rimanishta,45.59,4,41
11/18/2025,rimanishta,45.26,4,41
11/19/2025,rimanishta,52.76,6,47
11/20/2025,rimanishta,45.21,4,41
11/21/2025,rimanishta,50.86,6,45
11/22/2025,rimanishta,81.27,7,74
11/23/2025,rimanishta,72.91,7,66
11/24/2025,rimanishta,75.36,7,69
11/25/2025,rimanishta,42.34,4,38
11/26/2025,rimanishta,48.32,8,41
11/27/2025,rimanishta,46.59,7,40
11/28/2025,rimanishta,70.52,10,61
11/29/2025,rimanishta,79.18,13,67
11/30/2025,rimanishta,67.48,9,59
12/01/2025,rimanishta,46.19,5,41
12/02/2025,rimanishta,47.99,5,43
12/03/2025,rimanishta,50.21,6,44
12/04/2025,rimanishta,58.64,6,52
12/05/2025,rimanishta,42.87,3,40
12/06/2025,rimanishta,68.76,7,62
12/07/2025,rimanishta,76.59,7,69
11/03/2025,ropotova,59.94,6,54
11/04/2025,ropotova,52.91,6,47
11/05/2025,ropotova,46.99,5,42
11/06/2025,ropotova,47.89,6,42
11/07/2025,ropotova,58.35,6,53
11/08/2025,ropotova,62.62,7,56
11/09/2025,ropotova,63.46,7,57
11/10/2025,ropotova,56.41,7,49
11/11/2025,ropotova,47.36,6,41
11/12/2025,ropotova,50.61,6,44
11/13/2025,ropotova,51.7,7,45
11/14/2025,ropotova,66.67,7,60
11/15/2025,ropotova,57.46,6,51
11/16/2025,ropotova,51.82,5,47
11/17/2025,ropotova,41.37,4,37
11/18/2025,ropotova,53.93,5,49
11/19/2025,ropotova,85.88,14,72
11/20/2025,ropotova,52.13,6,46
11/21/2025,ropotova,56.38,6,50
11/22/2025,ropotova,47.24,6,42
11/23/2025,ropotova,56.36,7,50
11/24/2025,ropotova,51.98,6,46
11/25/2025,ropotova,51.62,7,45
11/26/2025,ropotova,55.55,6,50
11/27/2025,ropotova,51.6,6,46
11/28/2025,ropotova,62.19,6,56
11/29/2025,ropotova,62.14,8,54
11/30/2025,ropotova,55.04,7,48
12/01/2025,ropotova,46.9,7,40
12/02/2025,ropotova,48.55,6,42
12/03/2025,ropotova,46.62,5,41
12/04/2025,ropotova,60.95,8,53
12/05/2025,ropotova,71.66,9,63
12/06/2025,ropotova,61.49,7,55
12/07/2025,ropotova,70.23,7,63
11/03/2025,rracaj,50.31,6,44
11/04/2025,rracaj,55.57,8,48
11/05/2025,rracaj,37.47,5,33
11/06/2025,rracaj,92.92,10,82
11/07/2025,rracaj,43.11,6,37
11/08/2025,rracaj,49.64,6,44
11/09/2025,rracaj,58.81,9,50
11/10/2025,rracaj,52.31,6,46
11/11/2025,rracaj,51.98,7,45
11/12/2025,rracaj,37.72,4,33
11/13/2025,rracaj,36.26,6,31
11/14/2025,rracaj,33.28,4,29
11/15/2025,rracaj,48.76,5,44
11/16/2025,rracaj,42.11,5,37
11/17/2025,rracaj,193.13,17,177
11/18/2025,rracaj,43.69,6,38
11/19/2025,rracaj,61.43,6,55
11/20/2025,rracaj,62.59,6,57
11/21/2025,rracaj,52.96,5,48
11/22/2025,rracaj,71.49,8,64
11/23/2025,rracaj,35.56,5,31
11/24/2025,rracaj,36.37,5,31
11/25/2025,rracaj,39.29,5,35
11/26/2025,rracaj,44.95,5,40
11/27/2025,rracaj,54.34,5,49
11/28/2025,rracaj,37.25,5,32
11/29/2025,rracaj,66.11,7,59
11/30/2025,rracaj,53.35,7,47
12/01/2025,rracaj,45.63,6,40
12/02/2025,rracaj,38.04,5,33
12/03/2025,rracaj,38.41,6,33
12/04/2025,rracaj,40.44,5,35
12/05/2025,rracaj,34.53,5,30
12/06/2025,rracaj,47.79,5,43
12/07/2025,rracaj,44.87,6,39
11/03/2025,rrenci,216.67,23,194
11/04/2025,rrenci,222.16,22,201
11/05/2025,rrenci,172.23,19,153
11/06/2025,rrenci,230.24,21,209
11/07/2025,rrenci,229.72,22,208
11/08/2025,rrenci,280.92,30,251
11/09/2025,rrenci,361.06,39,322
11/10/2025,rrenci,248.26,24,224
11/11/2025,rrenci,226.96,21,206
11/12/2025,rrenci,536.92,49,488
11/13/2025,rrenci,288.76,29,259
11/14/2025,rrenci,217.9,27,191
11/15/2025,rrenci,243.67,27,216
11/16/2025,rrenci,192.8,24,169
11/17/2025,rrenci,247.88,27,221
11/18/2025,rrenci,276.1,27,249
11/19/2025,rrenci,254.17,24,230
11/20/2025,rrenci,220.59,23,198
11/21/2025,rrenci,231.74,22,209
11/22/2025,rrenci,322.72,30,293
11/23/2025,rrenci,275.68,28,248
11/24/2025,rrenci,227.16,25,202
11/25/2025,rrenci,196.05,18,178
11/26/2025,rrenci,211.34,20,191
11/27/2025,rrenci,181.11,18,163
11/28/2025,rrenci,193.57,18,175
11/29/2025,rrenci,210.61,25,186
11/30/2025,rrenci,228.79,24,204
12/01/2025,rrenci,205.88,21,185
12/02/2025,rrenci,195.53,19,176
12/03/2025,rrenci,213.5,20,193
12/04/2025,rrenci,238.9,27,212
12/05/2025,rrenci,254.85,24,231
12/06/2025,rrenci,252.72,23,229
12/07/2025,rrenci,276.56,28,248
11/03/2025,runiku,90.19,7,83
11/04/2025,runiku,64.47,6,58
11/05/2025,runiku,49.94,5,45
11/06/2025,runiku,63.09,7,57
11/07/2025,runiku,79.92,8,72
11/08/2025,runiku,107.43,10,98
11/09/2025,runiku,89.96,9,81
11/10/2025,runiku,84.38,7,77
11/11/2025,runiku,69.51,7,63
11/12/2025,runiku,58.12,7,51
11/13/2025,runiku,96.34,7,89
11/14/2025,runiku,101.62,11,91
11/15/2025,runiku,74.47,8,66
11/16/2025,runiku,80.07,8,72
11/17/2025,runiku,109.62,11,99
11/18/2025,runiku,87.64,10,78
11/19/2025,runiku,69.63,7,62
11/20/2025,runiku,71.64,7,64
11/21/2025,runiku,82.77,7,76
11/22/2025,runiku,77.85,8,70
11/23/2025,runiku,102.56,9,94
11/24/2025,runiku,93.76,8,85
11/25/2025,runiku,114.67,9,106
11/26/2025,runiku,87.11,7,80
11/27/2025,runiku,89.37,8,81
11/28/2025,runiku,95.87,9,87
11/29/2025,runiku,78.37,8,70
11/30/2025,runiku,93.31,10,83
12/01/2025,runiku,101.07,10,92
12/02/2025,runiku,71.59,8,64
12/03/2025,runiku,73.94,7,67
12/04/2025,runiku,67.19,6,61
12/05/2025,runiku,83.73,7,77
12/06/2025,runiku,92.49,10,83
12/07/2025,runiku,90.07,9,81
11/03/2025,sadovina,291.21,33,258
11/04/2025,sadovina,252.54,28,225
11/05/2025,sadovina,274.87,30,245
11/06/2025,sadovina,266.41,28,239
11/07/2025,sadovina,273.54,28,246
11/08/2025,sadovina,306.64,35,272
11/09/2025,sadovina,358.23,39,319
11/10/2025,sadovina,306.4,34,273
11/11/2025,sadovina,271.76,33,239
11/12/2025,sadovina,278,33,245
11/13/2025,sadovina,271.03,29,242
11/14/2025,sadovina,244.19,28,217
11/15/2025,sadovina,287.18,30,257
11/16/2025,sadovina,246.79,26,220
11/17/2025,sadovina,272.74,29,243
11/18/2025,sadovina,287.42,30,258
11/19/2025,sadovina,317.32,33,285
11/20/2025,sadovina,286.96,33,254
11/21/2025,sadovina,395.41,39,357
11/22/2025,sadovina,279.45,29,250
11/23/2025,sadovina,271.33,30,241
11/24/2025,sadovina,234.92,28,207
11/25/2025,sadovina,248.66,27,222
